status_id,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,final_time,new_reaction_count,positive_reactions,negative_reactions,interest
1261,1,1473,12,1,1473,0,0,0,0,0,0.43951402137310097,0,1473,0,0.008825526137135099
1262,1,1180,5,0,1180,0,0,0,0,0,0.4394541923875014,0,1180,0,0.00423728813559322
1263,1,1864,9,0,1864,0,0,0,0,0,0.43906659062595593,0,1864,0,0.004828326180257511
1264,0,1032,9,0,1032,0,0,0,0,0,0.43810932685636317,0,1032,0,0.00872093023255814
1265,1,1630,15,1,1630,0,0,0,0,0,0.4377246200457338,0,1630,0,0.0098159509202454
1266,1,545,13,0,545,0,0,0,0,0,0.4376487079994892,0,545,0,0.023853211009174313
1267,1,1193,38,5,1193,0,0,0,0,0,0.4374586062226648,0,1193,0,0.03604358759430008
1268,1,1477,11,1,1477,0,0,0,0,0,0.437175866016525,0,1477,0,0.008124576844955992
1269,1,1272,7,1,1272,0,0,0,0,0,0.43682332532718576,0,1272,0,0.006289308176100629
1270,1,1238,21,0,1238,0,0,0,0,0,0.43678890757740535,0,1238,0,0.016962843295638127
1271,1,1500,13,1,1500,0,0,0,0,0,0.4362391885645579,0,1500,0,0.009333333333333334
1272,2,1917,58,8,1917,0,0,0,0,0,0.4350676984271732,0,1917,0,0.03442879499217527
1273,1,1126,66,6,1126,0,0,0,0,0,0.4345269859282869,0,1126,0,0.06394316163410302
1274,1,1246,41,3,1246,0,0,0,0,0,0.4317204918457274,0,1246,0,0.03531300160513644
1275,1,1540,25,2,1540,0,0,0,0,0,0.4312392866712278,0,1540,0,0.01753246753246753
1276,1,1282,35,4,1282,0,0,0,0,0,0.43117527608986056,0,1282,0,0.030421216848673948
1277,1,1253,42,6,1253,0,0,0,0,0,0.430227018834229,0,1253,0,0.03830806065442937
1278,1,1484,44,3,1484,0,0,0,0,0,0.430220585609971,0,1484,0,0.03167115902964959
1279,1,1445,40,3,1445,0,0,0,0,0,0.4288400156842007,0,1445,0,0.02975778546712803
1280,0,1132,16,8,1132,0,0,0,0,0,0.42851417287553223,0,1132,0,0.02120141342756184
1281,1,1610,55,8,1610,0,0,0,0,0,0.42800594815914894,0,1610,0,0.0391304347826087
1282,3,1714,36,9,1714,0,0,0,0,0,0.42791588301953676,0,1714,0,0.026254375729288213
1283,3,2785,26,1,2785,0,0,0,0,0,0.4279155613583238,0,2785,0,0.00969479353680431
1284,1,1884,17,2,1884,0,0,0,0,0,0.4274565508075144,0,1884,0,0.010084925690021231
1285,2,1667,6,0,1667,0,0,0,0,0,0.42739350520978586,0,1667,0,0.003599280143971206
1286,3,1204,9,5,1204,0,0,0,0,0,0.42719729186991634,0,1204,0,0.011627906976744186
1287,0,1182,0,0,1182,0,0,0,0,0,0.4271712373116714,0,1182,0,0.0
1288,0,1212,7,1,1212,0,0,0,0,0,0.426653684420114,0,1212,0,0.006600660066006601
1289,1,2674,24,1,2674,0,0,0,0,0,0.4251698612450026,0,2674,0,0.009349289454001496
1290,1,2054,21,3,2054,0,0,0,0,0,0.4251692179225768,0,2054,0,0.011684518013631937
1291,1,1469,51,4,1469,0,0,0,0,0,0.42512064707942876,0,1469,0,0.037440435670524165
1292,1,1668,10,1,1668,0,0,0,0,0,0.4247790428713281,0,1668,0,0.006594724220623501
1293,1,2000,9,1,2000,0,0,0,0,0,0.4244612415929821,0,2000,0,0.005
1294,1,1497,11,0,1497,0,0,0,0,0,0.42374940532883265,0,1497,0,0.007348029392117568
1295,0,1342,4,0,1342,0,0,0,0,0,0.4237487620064068,0,1342,0,0.0029806259314456036
1296,1,1268,6,0,1268,0,0,0,0,0,0.422999291380348,0,1268,0,0.00473186119873817
1297,1,1428,8,0,1428,0,0,0,0,0,0.42249138832517763,0,1428,0,0.0056022408963585435
1298,1,1492,5,0,1492,0,0,0,0,0,0.4223800935455139,0,1492,0,0.003351206434316354
1299,3,2621,122,98,2621,0,0,0,0,0,0.4219140064480207,0,2621,0,0.08393742846241893
1300,3,1277,14,29,1277,0,0,0,0,0,0.4215437743919718,0,1277,0,0.033672670321064996
1301,1,1833,30,0,1833,0,0,0,0,0,0.4214408428038436,0,1833,0,0.016366612111292964
1302,2,2149,37,0,2149,0,0,0,0,0,0.4214334445959469,0,2149,0,0.0172173103769195
1303,1,1562,46,9,1562,0,0,0,0,0,0.4214183265189405,0,1562,0,0.035211267605633804
1304,2,98,3,1,98,0,0,0,0,0,0.4210899104205688,0,98,0,0.04081632653061224
1305,2,264,43,0,264,0,0,0,0,0,0.4210847638411624,0,264,0,0.16287878787878787
1306,1,1253,13,4,1253,0,0,0,0,0,0.42098440554273736,0,1253,0,0.013567438148443736
1307,1,1300,18,1,1300,0,0,0,0,0,0.4196546580886054,0,1300,0,0.014615384615384615
1308,1,1451,8,0,1451,0,0,0,0,0,0.4196546580886054,0,1451,0,0.005513439007580979
1309,0,1444,6,1,1444,0,0,0,0,0,0.419636645060683,0,1444,0,0.004847645429362881
1310,0,1182,0,0,1182,0,0,0,0,0,0.4177301590518199,0,1182,0,0.0
1311,1,366,28,5,366,0,0,0,0,0,0.4173522071266615,0,366,0,0.09016393442622951
1312,1,1424,6,0,1424,0,0,0,0,0,0.40677630810769605,0,1424,0,0.004213483146067416
1313,3,1294,23,47,1294,0,0,0,0,0,0.39832112146538556,0,1294,0,0.05409582689335394
1314,3,1501,113,38,1501,0,0,0,0,0,0.39792772980200786,0,1501,0,0.10059960026648901
1315,1,16,0,0,16,0,0,0,0,0,0.38549841887430797,0,16,0,0.0
1316,1,40,0,0,40,0,0,0,0,0,0.38391616736804896,0,40,0,0.0
1317,3,1078,131,50,1078,0,0,0,0,0,0.3826620102989487,0,1078,0,0.1679035250463822
1318,1,413,29,3,413,0,0,0,0,0,0.3821910982832619,0,413,0,0.0774818401937046
1319,3,1077,243,65,1077,0,0,0,0,0,0.37666817525775514,0,1077,0,0.28597957288765086
1320,3,860,196,64,860,0,0,0,0,0,0.37466519088502187,0,860,0,0.3023255813953488
1321,3,748,38,12,748,0,0,0,0,0,0.37299834247976993,0,748,0,0.06684491978609626
1322,1,0,0,0,0,0,0,0,0,0,0.36583333896240455,0,0,0,0.0
1323,3,103,1,0,103,0,0,0,0,0,0.3658269057381465,0,103,0,0.009708737864077669
1324,1,9,0,1,9,0,0,0,0,0,0.3658185425466111,0,9,0,0.1111111111111111
1325,1,7,0,0,7,0,0,0,0,0,0.3656596419074381,0,7,0,0.0
1326,1,10,0,0,10,0,0,0,0,0,0.3656580336013736,0,10,0,0.0
1327,1,15,0,0,15,0,0,0,0,0,0.35664283478740283,0,15,0,0.0
1328,1,16,0,3,16,0,0,0,0,0,0.3558583030891378,0,16,0,0.1875
1329,3,616,11,0,616,0,0,0,0,0,0.3553249887981483,0,616,0,0.017857142857142856
1330,3,1781,162,30,1781,0,0,0,0,0,0.35219522519662344,0,1781,0,0.10780460415496912
1331,3,1343,15,3,1343,0,0,0,0,0,0.34838000155040705,0,1343,0,0.01340282948622487
1332,3,212,16,0,212,0,0,0,0,0,0.3441774978038581,0,212,0,0.07547169811320754
1333,3,1053,5,1,1053,0,0,0,0,0,0.3436702380711135,0,1053,0,0.005698005698005698
1334,3,1272,17,0,1272,0,0,0,0,0,0.3404594158439377,0,1272,0,0.013364779874213837
1335,3,2081,58,36,2081,0,0,0,0,0,0.34044976600755067,0,2081,0,0.04517059106198943
1336,3,2713,67,15,2713,0,0,0,0,0,0.3389382799681298,0,2713,0,0.030224843346848506
1337,3,1529,22,7,1529,0,0,0,0,0,0.33876072297860854,0,1529,0,0.01896664486592544
1338,3,753,9,0,753,0,0,0,0,0,0.3354209146050595,0,753,0,0.01195219123505976
1339,3,271,3,0,271,0,0,0,0,0,0.3346177265564462,0,271,0,0.01107011070110701
1340,3,1429,34,14,1429,0,0,0,0,0,0.3335935572545701,0,1429,0,0.03358992302309307
1341,3,147,4,1,147,0,0,0,0,0,0.33208979108425885,0,147,0,0.034013605442176874
1342,3,3730,156,93,3730,0,0,0,0,0,0.3317690948549967,0,3730,0,0.06675603217158177
1343,3,357,7,1,357,0,0,0,0,0,0.3312023277978655,0,357,0,0.022408963585434174
1344,1,358,1,0,358,0,0,0,0,0,0.32968376521176085,0,358,0,0.002793296089385475
1345,3,1211,84,8,1211,0,0,0,0,0,0.3271883175220764,0,1211,0,0.07597027250206441
1346,3,323,12,1,323,0,0,0,0,0,0.32575145688404855,0,323,0,0.04024767801857585
1347,3,169,4,0,169,0,0,0,0,0,0.3256186108031205,0,169,0,0.023668639053254437
1348,3,774,25,7,774,0,0,0,0,0,0.32527507662774247,0,774,0,0.041343669250646
1349,3,1058,29,12,1058,0,0,0,0,0,0.3252194292379106,0,1058,0,0.038752362948960305
1350,3,230,4,1,230,0,0,0,0,0,0.3216190752819119,0,230,0,0.021739130434782608
1351,3,1204,23,13,1204,0,0,0,0,0,0.32161585866978293,0,1204,0,0.029900332225913623
1352,3,375,15,1,375,0,0,0,0,0,0.32109348086003203,0,375,0,0.042666666666666665
1353,3,300,15,0,300,0,0,0,0,0,0.32099859080222626,0,300,0,0.05
1354,3,228,9,0,228,0,0,0,0,0,0.320007230944066,0,228,0,0.039473684210526314
1355,3,435,9,1,435,0,0,0,0,0,0.3196736682662879,0,435,0,0.022988505747126436
1356,3,572,6,2,572,0,0,0,0,0,0.31954757707083076,0,572,0,0.013986013986013986
1357,3,532,19,1,532,0,0,0,0,0,0.3192896047780843,0,532,0,0.03759398496240601
1358,3,471,10,1,471,0,0,0,0,0,0.31865078560926335,0,471,0,0.02335456475583864
1359,3,640,31,2,640,0,0,0,0,0,0.31833877423274953,0,640,0,0.0515625
1360,1,376,3,20,376,0,0,0,0,0,0.3178350527733469,0,376,0,0.061170212765957445
1361,3,330,5,0,330,0,0,0,0,0,0.31734419776246026,0,330,0,0.015151515151515152
1362,3,591,41,2,591,0,0,0,0,0,0.31723933620705463,0,591,0,0.0727580372250423
1363,3,519,17,7,519,0,0,0,0,0,0.316917031671728,0,519,0,0.046242774566473986
1364,3,437,4,0,437,0,0,0,0,0,0.3169131717371732,0,437,0,0.009153318077803204
1365,3,287,5,1,287,0,0,0,0,0,0.31597745926884474,0,287,0,0.020905923344947737
1366,3,482,38,0,482,0,0,0,0,0,0.31583592833516844,0,482,0,0.07883817427385892
1367,3,543,17,11,543,0,0,0,0,0,0.31487802124314984,0,543,0,0.05156537753222836
1368,3,463,14,0,463,0,0,0,0,0,0.3145914211024552,0,463,0,0.03023758099352052
1369,1,272,3,0,272,0,0,0,0,0,0.31412018742555553,0,272,0,0.011029411764705883
1370,3,432,5,0,432,0,0,0,0,0,0.31411986576434264,0,432,0,0.011574074074074073
1371,3,1013,24,0,1013,0,0,0,0,0,0.31411407586251044,0,1013,0,0.023692003948667325
1372,3,653,19,3,653,0,0,0,0,0,0.3135958796485272,0,653,0,0.033690658499234305
1373,3,148,6,0,148,0,0,0,0,0,0.3132478422161686,0,148,0,0.04054054054054054
1374,3,433,7,0,433,0,0,0,0,0,0.3132143894500269,0,433,0,0.016166281755196306
1375,3,404,6,7,404,0,0,0,0,0,0.3131809366838852,0,404,0,0.03217821782178218
1376,3,616,7,0,616,0,0,0,0,0,0.3125868284236574,0,616,0,0.011363636363636364
1377,3,452,5,0,452,0,0,0,0,0,0.3125865067624445,0,452,0,0.011061946902654867
1378,3,457,6,0,457,0,0,0,0,0,0.31187853043284985,0,457,0,0.01312910284463895
1379,3,600,13,0,600,0,0,0,0,0,0.3067782702410947,0,600,0,0.021666666666666667
1380,3,345,7,1,345,0,0,0,0,0,0.30677762691866894,0,345,0,0.02318840579710145
1381,3,156,7,0,156,0,0,0,0,0,0.3066695487511343,0,156,0,0.04487179487179487
1382,3,227,11,7,227,0,0,0,0,0,0.30587697552254667,0,227,0,0.07929515418502203
1383,3,748,40,4,748,0,0,0,0,0,0.3057579608737734,0,748,0,0.058823529411764705
1384,3,406,3,2,406,0,0,0,0,0,0.30520952850577754,0,406,0,0.012315270935960592
1385,3,548,36,5,548,0,0,0,0,0,0.3047511612773939,0,548,0,0.07481751824817519
1386,1,156,0,0,156,0,0,0,0,0,0.3037678429495561,0,156,0,0.0
1387,3,641,14,2,641,0,0,0,0,0,0.3035430017617385,0,641,0,0.0249609984399376
1388,1,14,1,0,14,0,0,0,0,0,0.30289131614440146,0,14,0,0.07142857142857142
1389,3,489,13,1,489,0,0,0,0,0,0.3025915278939779,0,489,0,0.028629856850715747
1390,3,644,30,0,644,0,0,0,0,0,0.30205692695813674,0,644,0,0.046583850931677016
1391,3,187,12,1,187,0,0,0,0,0,0.30176614522167444,0,187,0,0.06951871657754011
1392,3,893,23,2,893,0,0,0,0,0,0.30173655239008756,0,893,0,0.027995520716685332
1393,3,406,18,8,406,0,0,0,0,0,0.3014740768403605,0,406,0,0.06403940886699508
1394,3,329,10,1,329,0,0,0,0,0,0.3011919799566465,0,329,0,0.03343465045592705
1395,3,507,15,0,507,0,0,0,0,0,0.3010436941374992,0,507,0,0.029585798816568046
1396,1,188,8,0,188,0,0,0,0,0,0.3010198912077446,0,188,0,0.0425531914893617
1397,3,359,6,0,359,0,0,0,0,0,0.30101731791804137,0,359,0,0.016713091922005572
1398,3,525,14,1,525,0,0,0,0,0,0.30101120635499623,0,525,0,0.02857142857142857
1399,3,306,12,0,306,0,0,0,0,0,0.30099962655133183,0,306,0,0.0392156862745098
1400,3,615,20,4,615,0,0,0,0,0,0.3007448708707144,0,615,0,0.03902439024390244
1401,3,572,10,0,572,0,0,0,0,0,0.300645477555928,0,572,0,0.017482517482517484
1402,3,110,0,1,110,0,0,0,0,0,0.3001893619560347,0,110,0,0.00909090909090909
1403,3,742,10,1,742,0,0,0,0,0,0.30015590918989304,0,742,0,0.014824797843665768
1404,3,596,17,1,596,0,0,0,0,0,0.29973002974401236,0,596,0,0.030201342281879196
1405,3,1230,31,2,1230,0,0,0,0,0,0.2994279898650985,0,1230,0,0.026829268292682926
1406,3,758,24,3,758,0,0,0,0,0,0.29928613727020925,0,758,0,0.03562005277044855
1407,3,322,9,12,322,0,0,0,0,0,0.29927745241746095,0,322,0,0.06521739130434782
1408,3,924,22,6,924,0,0,0,0,0,0.2984810192543185,0,924,0,0.030303030303030304
1409,1,537,16,1,537,0,0,0,0,0,0.2974211455578104,0,537,0,0.03165735567970205
1410,3,433,4,0,433,0,0,0,0,0,0.2968653149819178,0,433,0,0.009237875288683603
1411,3,442,17,11,442,0,0,0,0,0,0.2963863614359085,0,442,0,0.06334841628959276
1412,3,544,19,0,544,0,0,0,0,0,0.29626959841562556,0,544,0,0.034926470588235295
1413,3,699,10,2,699,0,0,0,0,0,0.29419166698028637,0,699,0,0.017167381974248927
1414,3,1442,48,5,1442,0,0,0,0,0,0.2940935603103516,0,1442,0,0.036754507628294034
1415,3,332,3,2,332,0,0,0,0,0,0.28774396796768975,0,332,0,0.015060240963855422
1416,3,972,16,2,972,0,0,0,0,0,0.2873122986199769,0,972,0,0.018518518518518517
1417,3,330,18,0,330,0,0,0,0,0,0.28643931008816415,0,330,0,0.05454545454545454
1418,3,1325,30,2,1325,0,0,0,0,0,0.2849767165531042,0,1325,0,0.024150943396226414
1419,3,1923,234,5,1923,0,0,0,0,0,0.2849361872402787,0,1923,0,0.12428497139885596
1420,3,1467,107,1,1467,0,0,0,0,0,0.2848255357830408,0,1467,0,0.0736196319018405
1421,3,1989,36,5,1989,0,0,0,0,0,0.28479722959630555,0,1989,0,0.020613373554550025
1422,3,779,9,0,779,0,0,0,0,0,0.28453089411202365,0,779,0,0.011553273427471117
1423,3,626,9,0,626,0,0,0,0,0,0.2830580074181509,0,626,0,0.01437699680511182
1424,3,493,14,2,493,0,0,0,0,0,0.2822158983627766,0,493,0,0.032454361054766734
1425,3,2520,64,33,2520,0,0,0,0,0,0.2820544244339004,0,2520,0,0.038492063492063494
1426,3,273,10,0,273,0,0,0,0,0,0.2818591760776696,0,273,0,0.03663003663003663
1427,3,2613,50,3,2613,0,0,0,0,0,0.28171668016035456,0,2613,0,0.020283199387677
1428,3,2137,44,3,2137,0,0,0,0,0,0.28167518586389034,0,2137,0,0.021993448759943846
1429,3,665,9,1,665,0,0,0,0,0,0.2812181052803583,0,665,0,0.015037593984962405
1430,3,3919,77,12,3919,0,0,0,0,0,0.2806844693281559,0,3919,0,0.02270987496810411
1431,3,4094,61,6,4094,0,0,0,0,0,0.2801984392354628,0,4094,0,0.016365412799218368
1432,3,2836,48,7,2836,0,0,0,0,0,0.2801723846772178,0,2836,0,0.019393511988716503
1433,3,562,5,1,562,0,0,0,0,0,0.2798134107636205,0,562,0,0.010676156583629894
1434,3,767,26,2,767,0,0,0,0,0,0.27968538960088596,0,767,0,0.03650586701434159
1435,3,722,9,1,722,0,0,0,0,0,0.27944221372393296,0,722,0,0.013850415512465374
1436,0,37,0,0,37,0,0,0,0,0,0.2794222707287331,0,37,0,0.0
1437,3,637,8,1,637,0,0,0,0,0,0.27942001910024283,0,637,0,0.0141287284144427
1438,3,1347,13,1,1347,0,0,0,0,0,0.2793695182898174,0,1347,0,0.010393466963622866
1439,3,922,5,0,922,0,0,0,0,0,0.27935986845343036,0,922,0,0.005422993492407809
1440,3,108,6,2,108,0,0,0,0,0,0.2793289889769919,0,108,0,0.07407407407407407
1441,3,685,10,2,685,0,0,0,0,0,0.27898513314040096,0,685,0,0.017518248175182483
1442,3,450,4,0,450,0,0,0,0,0,0.2789764482876526,0,450,0,0.008888888888888889
1443,3,353,0,3,353,0,0,0,0,0,0.27882977077456983,0,353,0,0.0084985835694051
1444,3,458,3,0,458,0,0,0,0,0,0.2787744450459509,0,458,0,0.006550218340611353
1445,3,2669,23,2,2669,0,0,0,0,0,0.2787686551441187,0,2669,0,0.009366804046459348
1446,3,371,3,1,371,0,0,0,0,0,0.2785216193326109,0,371,0,0.01078167115902965
1447,3,973,8,1,973,0,0,0,0,0,0.27850521461075295,0,973,0,0.009249743062692703
1448,3,778,24,2,778,0,0,0,0,0,0.2784894532113208,0,778,0,0.033419023136246784
1449,3,551,2,0,551,0,0,0,0,0,0.27848012503614666,0,551,0,0.003629764065335753
1450,3,501,4,0,501,0,0,0,0,0,0.2783176861236318,0,501,0,0.007984031936127744
1451,3,493,17,1,493,0,0,0,0,0,0.27761421305101774,0,493,0,0.036511156186612576
1452,3,306,7,1,306,0,0,0,0,0,0.2775231829277668,0,306,0,0.026143790849673203
1453,3,405,6,1,405,0,0,0,0,0,0.27751803634836036,0,405,0,0.01728395061728395
1454,3,497,8,0,497,0,0,0,0,0,0.27750999481803784,0,497,0,0.01609657947686117
1455,3,782,11,0,782,0,0,0,0,0,0.27750291827135404,0,782,0,0.014066496163682864
1456,3,367,7,0,367,0,0,0,0,0,0.27749841501437345,0,367,0,0.01907356948228883
1457,3,500,16,0,500,0,0,0,0,0,0.2766804305499667,0,500,0,0.032
1458,3,426,9,2,426,0,0,0,0,0,0.2766781789214764,0,426,0,0.025821596244131457
1459,3,880,24,1,880,0,0,0,0,0,0.2765832888636707,0,880,0,0.028409090909090908
1460,3,716,28,0,716,0,0,0,0,0,0.2765340746980968,0,716,0,0.03910614525139665
1461,3,461,17,1,461,0,0,0,0,0,0.2762034069712348,0,461,0,0.039045553145336226
1462,3,244,6,0,244,0,0,0,0,0,0.2760004387458944,0,244,0,0.02459016393442623
1463,3,589,18,1,589,0,0,0,0,0,0.2760001170846815,0,589,0,0.03225806451612903
1464,3,321,6,0,321,0,0,0,0,0,0.2758080853405797,0,321,0,0.018691588785046728
1465,3,396,10,0,396,0,0,0,0,0,0.2756768475657162,0,396,0,0.025252525252525252
1466,3,350,5,0,350,0,0,0,0,0,0.27557713258971694,0,350,0,0.014285714285714285
1467,1,164,5,0,164,0,0,0,0,0,0.27488459599834153,0,164,0,0.03048780487804878
1468,3,718,20,0,718,0,0,0,0,0,0.27473212858342655,0,718,0,0.027855153203342618
1469,3,196,12,0,196,0,0,0,0,0,0.27346285343731996,0,196,0,0.061224489795918366
1470,3,849,25,1,849,0,0,0,0,0,0.2728825766092469,0,849,0,0.030624263839811542
1471,3,109,6,3,109,0,0,0,0,0,0.2724731018852242,0,109,0,0.08256880733944955
1472,3,413,7,2,413,0,0,0,0,0,0.2724679553058178,0,413,0,0.021791767554479417
1473,3,395,16,0,395,0,0,0,0,0,0.27246152208155977,0,395,0,0.04050632911392405
1474,3,425,12,0,425,0,0,0,0,0,0.27245766214700495,0,425,0,0.02823529411764706
1475,3,688,8,0,688,0,0,0,0,0,0.27240683967536666,0,688,0,0.011627906976744186
1476,3,313,6,0,313,0,0,0,0,0,0.27233864749823167,0,313,0,0.019169329073482427
1477,3,399,34,4,399,0,0,0,0,0,0.2722961882181288,0,399,0,0.09523809523809523
1478,3,714,46,5,714,0,0,0,0,0,0.2718728820619513,0,714,0,0.07142857142857142
1479,3,576,17,3,576,0,0,0,0,0,0.27137688047165826,0,576,0,0.034722222222222224
1480,3,462,15,0,462,0,0,0,0,0,0.2713022550702653,0,462,0,0.032467532467532464
1481,1,41,2,0,41,0,0,0,0,0,0.26972515014341264,0,41,0,0.04878048780487805
1482,3,469,17,0,469,0,0,0,0,0,0.26972354183734815,0,469,0,0.03624733475479744
1483,1,17,2,0,17,0,0,0,0,0,0.2697016688748709,0,17,0,0.11764705882352941
1484,1,6,0,0,6,0,0,0,0,0,0.26895863147307003,0,6,0,0.0
1485,1,344,10,0,344,0,0,0,0,0,0.26859644094734375,0,344,0,0.029069767441860465
1486,3,621,16,8,621,0,0,0,0,0,0.26819725938213385,0,621,0,0.03864734299516908
1487,3,603,13,1,603,0,0,0,0,0,0.26819339944757903,0,603,0,0.02321724709784411
1488,3,530,13,0,530,0,0,0,0,0,0.2679482936033486,0,530,0,0.024528301886792454
1489,1,211,2,0,211,0,0,0,0,0,0.2679045476783941,0,211,0,0.009478672985781991
1490,3,327,6,6,327,0,0,0,0,0,0.2678029027351175,0,327,0,0.03669724770642202
1491,3,505,21,11,505,0,0,0,0,0,0.2677749182095951,0,505,0,0.06336633663366337
1492,3,424,6,0,424,0,0,0,0,0,0.26743653061362344,0,424,0,0.014150943396226415
1493,3,514,10,2,514,0,0,0,0,0,0.2673869947868367,0,514,0,0.023346303501945526
1494,3,412,17,0,412,0,0,0,0,0,0.26731622931999854,0,412,0,0.0412621359223301
1495,3,150,4,0,150,0,0,0,0,0,0.26628048021445794,0,150,0,0.02666666666666667
1496,3,233,4,0,233,0,0,0,0,0,0.26535409592130366,0,233,0,0.017167381974248927
1497,3,906,22,3,906,0,0,0,0,0,0.26419643721607367,0,906,0,0.02759381898454746
1498,3,800,26,2,800,0,0,0,0,0,0.26313688518077843,0,800,0,0.035
1499,3,279,10,0,279,0,0,0,0,0,0.26284771175038063,0,279,0,0.035842293906810034
1500,3,715,18,6,715,0,0,0,0,0,0.2623246906182039,0,715,0,0.033566433566433566
1501,3,969,46,4,969,0,0,0,0,0,0.26213684046986985,0,969,0,0.05159958720330237
1502,3,489,23,11,489,0,0,0,0,0,0.26182289912607865,0,489,0,0.06952965235173825
1503,3,294,25,3,294,0,0,0,0,0,0.26134941382068866,0,294,0,0.09523809523809523
1504,3,437,31,0,437,0,0,0,0,0,0.2608276793333636,0,437,0,0.07093821510297482
1505,1,219,8,0,219,0,0,0,0,0,0.260362557219509,0,219,0,0.0365296803652968
1506,3,267,9,0,267,0,0,0,0,0,0.2603577323013155,0,267,0,0.033707865168539325
1507,3,321,12,2,321,0,0,0,0,0,0.2603445441915866,0,321,0,0.04361370716510903
1508,3,190,3,0,190,0,0,0,0,0,0.26032427953517384,0,190,0,0.015789473684210527
1509,3,318,14,0,318,0,0,0,0,0,0.26025898230895494,0,318,0,0.0440251572327044
1510,3,246,17,1,246,0,0,0,0,0,0.26025898230895494,0,246,0,0.07317073170731707
1511,3,327,9,0,327,0,0,0,0,0,0.2599955417755892,0,327,0,0.027522935779816515
1512,3,417,6,0,417,0,0,0,0,0,0.2597935385338875,0,417,0,0.014388489208633094
1513,3,317,5,0,317,0,0,0,0,0,0.259539104514483,0,317,0,0.015772870662460567
1514,3,340,11,0,340,0,0,0,0,0,0.25953009800052174,0,340,0,0.03235294117647059
1515,3,385,12,0,385,0,0,0,0,0,0.25942684475118055,0,385,0,0.03116883116883117
1516,3,543,5,0,543,0,0,0,0,0,0.259367015765581,0,543,0,0.009208103130755065
1517,3,981,32,6,981,0,0,0,0,0,0.25853841648114856,0,981,0,0.03873598369011213
1518,3,308,5,0,308,0,0,0,0,0,0.25746889294825337,0,308,0,0.016233766233766232
1519,3,425,5,1,425,0,0,0,0,0,0.2571475533965655,0,425,0,0.01411764705882353
1520,3,542,9,0,542,0,0,0,0,0,0.2567461202028653,0,542,0,0.016605166051660517
1521,3,254,2,0,254,0,0,0,0,0,0.2567390436561815,0,254,0,0.007874015748031496
1522,3,325,36,0,325,0,0,0,0,0,0.25614075380018597,0,325,0,0.11076923076923077
1523,3,287,9,0,287,0,0,0,0,0,0.2537742922568748,0,287,0,0.0313588850174216
1524,3,247,8,0,247,0,0,0,0,0,0.25308272064913806,0,247,0,0.032388663967611336
1525,3,273,7,0,273,0,0,0,0,0,0.25300745192531926,0,273,0,0.02564102564102564
1526,3,396,30,1,396,0,0,0,0,0,0.2529714258694744,0,396,0,0.07828282828282829
1527,3,241,2,0,241,0,0,0,0,0,0.2529707825470486,0,241,0,0.008298755186721992
1528,3,204,1,0,204,0,0,0,0,0,0.25286366936315263,0,204,0,0.004901960784313725
1529,3,199,6,1,199,0,0,0,0,0,0.25284533467401726,0,199,0,0.035175879396984924
1530,1,6,0,0,6,0,0,0,0,0,0.25242653177482044,0,6,0,0.0
1531,3,421,10,2,421,0,0,0,0,0,0.25238471581714333,0,421,0,0.028503562945368172
1532,3,240,7,0,240,0,0,0,0,0,0.2521074438516228,0,240,0,0.029166666666666667
1533,3,479,18,1,479,0,0,0,0,0,0.25206755786122315,0,479,0,0.03966597077244259
1534,3,282,7,0,282,0,0,0,0,0,0.25206466291030705,0,282,0,0.024822695035460994
1535,3,107,1,2,107,0,0,0,0,0,0.2512405668828552,0,107,0,0.028037383177570093
1536,3,258,5,0,258,0,0,0,0,0,0.25119070939485555,0,258,0,0.01937984496124031
1537,3,799,31,4,799,0,0,0,0,0,0.25114889343717844,0,799,0,0.04380475594493116
1538,3,157,9,3,157,0,0,0,0,0,0.2510646181993984,0,157,0,0.07643312101910828
1539,3,358,19,1,358,0,0,0,0,0,0.251046605171476,0,358,0,0.055865921787709494
1540,1,45,1,0,45,0,0,0,0,0,0.2509806646228313,0,45,0,0.022222222222222223
1541,3,155,2,0,155,0,0,0,0,0,0.2503244757485137,0,155,0,0.012903225806451613
1542,3,328,21,5,328,0,0,0,0,0,0.2498850865316912,0,328,0,0.07926829268292683
1543,3,271,6,0,271,0,0,0,0,0,0.24986996845468484,0,271,0,0.02214022140221402
1544,3,202,10,1,202,0,0,0,0,0,0.24978665820054355,0,202,0,0.054455445544554455
1545,3,249,7,1,249,0,0,0,0,0,0.24774571780468796,0,249,0,0.0321285140562249
1546,3,460,31,1,460,0,0,0,0,0,0.24774539614347504,0,460,0,0.06956521739130435
1547,3,100,0,0,100,0,0,0,0,0,0.2475134784089736,0,100,0,0.0
1548,3,101,2,1,101,0,0,0,0,0,0.24749417873619953,0,101,0,0.0297029702970297
1549,3,258,7,0,258,0,0,0,0,0,0.24737194747529723,0,258,0,0.027131782945736434
1550,3,152,5,0,152,0,0,0,0,0,0.24602515197688157,0,152,0,0.03289473684210526
1551,1,87,3,0,87,0,0,0,0,0,0.24557579126245915,0,87,0,0.034482758620689655
1552,1,46,4,0,46,0,0,0,0,0,0.24542686212088607,0,46,0,0.08695652173913043
1553,1,63,0,0,63,0,0,0,0,0,0.24516856816692673,0,63,0,0.0
